name,item_code,description,retail_unite_of_meassure,regular_price,sale_price,tax_class,dimensions,color,age,brand,stock_status,vendor,product_manufacturer_code,product_cat,properties,properties_en,composition,composition_en,components,components_en,collectionn,ordering,origine,images,tag,tae
Atlete me lidhëse,A29PWM,Adventure 2.0 Oxford Trainer for Men in Dark Green,COP,129,90.3,18,,6A7963,Burrë,TIMBERLAND,,17,A29PWM,Këpucë-Atlete,"Atlete me pamje të lëmuar, lidhëse lëkure që i japin më shumë elegancë dhe pjesë të poshtme të butë për rehati në çdo hap. Këto atlete janë të bëra me lëkurë nga një fabrikë lëkure të vlerësuar nga Leather Working Group.","This men's Adventure 2.0 style has the polished look of an oxford and the cushiony soft footbed of a trainer. Leather laces add to the upscale look, while a foam midsole cushions every step. You'll also have the satisfaction of knowing these trainers are","Të punuara me lëkurë premium nga një fabrikë lëkure të vlerësuar për ujin, energjinë dhe praktikat e menaxhimit. Material të qëndrueshëm ReBOTL që përmban së paku 50% plastikëtë ricikluar, përzierje Eva, material të lëmuar dhe lidhëse lëkure.","Made from premium full-grain Better Leather from a tannery rated Silver for its water, energy and waste management practices Durable ReBOTL fabric lining containing at least 50% recycled plastic Midsole of EVA-blend foam for cushioning Features leather la",,,1,1,BD,http://46.99.130.129:60000/_uploads/photos/A29PWM_1.jpg,,
Atlete me lidhëse,A2QGBM,GreenStride Bradstreet Ultra Trainer for Men in Grey,COP,129,90.3,18,,0,Burrë,TIMBERLAND,,17,A2QGBM,Këpucë-Atlete,"Atlete me material të lëmuar dhe pjesë të poshtme të butë, të bërë me materiale të rinovueshme dhe lëkurë eko.","This men's Bradstreet Ultra style has the polished look of an oxford and the cushiony soft footbed of a trainer. Plus, it's crafted with our new GreenStride comfort soles, which are made with natural renewable materials, and eco-conscious leather and lini",Me material lëkure premium nga një fabrikë lëkure të vlerësuar për praktikat menaxheriale të ujit dhe energjisë Material ReBOTL me së paku 50% plastikëtë rickluar. Pjesa e poshtme me 75% material të rinovueshëm.,"Made with premium full-grain Better Leather from a sustainable tannery rated Silver for its water, energy and waste management practices Durable ReBOTL fabric lining made with at least 50% recycled plastic GreenStride comfort soles made of 75% renewable s",,,1,1,KH,http://46.99.130.129:60000/_uploads/photos/A2QGBM_1.jpg,,
Këpucë të rrafshëta,A41DZW,Nite Flex Slip-On for Women in Black,COP,119,83.3,18,,0,Grua,TIMBERLAND,,17,A41DZW,Këpucë-Këpucë,"Ky stil i përshtatshëm është po aq i rehatshëm aq edhe i përgjegjshëm ndaj mjedisit, me një shtresë GreenStride të bërë nga 75% materiale të rinovueshme me bazë bio, shtrati i këmbëve i bërë nga 70% materiale me bazë bio dhe lëkurë me kujdes të veqantë pë","This convenient slip-on style is as comfortable as it is environmentally responsible, with a GreenStride sole made of 75% renewable bio-based material, footbed made from 70% bio-based material and eco-conscious leather and linings.",0,"Upper made with premium full-grain Better Leather from a tannery rated Silver by the Leather Working Group for its water, energy and waste management practices  GreenStride comfort sole made of 75% renewable materials, including sugar cane and responsible",,,1,2,KH,http://46.99.130.129:60000/_uploads/photos/A41DZW_1.jpg,,
T Bluzë me logo,A2DJE-100,Merrymeeting River Polo Shirt for Men in Navy,COP,64,51.2,18,,FFFFFF,Burrë,TIMBERLAND,,17,A2DJE,Veshje-T Bluzë,"Kjo T Bluzë klasike me mëngë të shkurtra për meshkuj, është e prerë në një formë të hollë dhe një siluetë të këndshme. Plus, është bërë me 97% pambuk të rritur organikisht pa përdorimin e kimikateve të dëmshme ose pesticideve.","A classic short-sleeve men's polo, this shirt is cut in a slim fit and features a touch of stretch for a flattering silhouette. Plus, it's made with 97% organically grown cotton without the use of harmful chemicals or pesticides.","""Pëlhurë pique e bërë me 97% pambuk organik dhe 3% elastan Logo Timberland e qëndisur me kontraste në gjoks, Gjatësia qendrore e pasme: 70,5 cm / 27,75"""" Slim fit.""","""Pique fabric made with 97% organic cotton and 3% elastane  Contrasting embroidered Timberland tree logo at the chest  Contrasting back-neck piping  Centre back length: 70.5 cm / 27.75""""  Slim fit""",,,1,3,IN,http://46.99.130.129:60000/_uploads/photos/A2DJE-100_1.jpg,,
T Bluzë me logo,A26NF-433,Millers River Print-Collar Polo Shirt for Men in Black,COP,64,51.2,18,,73763,Burrë,TIMBERLAND,,17,A26NF,Veshje-T Bluzë,T Bluzë Millers River pique me jakë  polo që të dukeni mirë në mot të ngrohtë. Është e punuar me material pambuku të rritur organikisht.,"Our Millers River pique polo shirts are casual but polished ? the perfect shirt for looking good in warmer weather. And because we're committed to responsible sourcing, they're made with organically grown cotton.",Material i përpunuar 100% pambuk organik me logo të qëndisur Timberland.,"""Made with 100% organic cotton  Logo print at the reverse back collar  Embroidered Timberland tree logo on the chest  Contrasting back-neck piping  Centre back length: 68.6 cm / 27""""  Slim fit""",,,1,3,TR,http://46.99.130.129:60000/_uploads/photos/A26NF-433_1.jpg,,
Atlete me lidhëse,A2NMVM,GreenStride Solar Wave LT Trainer for Youth in Grey,COP,74,51.8,18,,000000-FFFFFF,Për të dy gjinitë,TIMBERLAND,,17,A2NMVM,Këpucë-Atlete,"Këto Atlete për fëmijë është bërë me material të rehatshëm GreenStride dhe me kujdes të veqantë për mjedisin , i cili përbëhet nga 75% materiale të rinovueshme, duke përfshirë gomë natyrale me burim të qëndrueshëm. Pëlhura ReBOTL në pjesën e sipërme të At","This youth trainer is made with our comfortable and eco-conscious GreenStride sole, which comprises 75% renewable materials including sustainably sourced natural rubber. The ReBOTL fabric on the upper and lining is also eco-conscious, containing at least","Shtresa komode GreenStride e bërë nga 75% materiale të rinovueshme, duke përfshirë kallam sheqeri dhe gomë natyrale me kujdes të veqantë ndaj mjedisit. Pjesa e sipërme përbëhet me pëlhurë të qëndrueshme ReBOTL që përmban të paktën 50% trajtim plastik të r","GreenStride comfort sole made of 75% renewable materials, including sugar cane and responsible natural rubber  Upper and lining in durable ReBOTL fabric containing at least 50% recycled plastic  Defender Repellent Systems treatment to protect against spil",,,1,1,VN,http://46.99.130.129:60000/_uploads/photos/A2NMVM_1.jpg,,
Atlete me lidhëse,A2Q4XM,GreenStride Solar Wave Trainer for Junior in Grey,COP,99,69.3,18,,000000-C9600C-3D85C6,Për të dy gjinitë,TIMBERLAND,,17,A2Q4XM,Këpucë-Atlete,Këto Atlete për fëmijët janë bërë me kujdes të veqantë ndaj mjedisit duke përdorur material GreenStride. Trajtimi i Defender Repellent Systems ndihmon në parandalimin e njollave dhe përmban pëlhurë ReBOTL që përmban të paktën 50% plastikë të ricikluar.,This kid-friendly style is made with our comfortable and eco-conscious GreenStride soles. Defender Repellent Systems treatment helps prevent stains plus it features ReBOTL fabric containing at least 50% recycled plastic.,"Pjesa e sipërme e pëlhurës së qëndrueshme ReBOTL që përmban të paktën 50% shollë nga plastika e ricikluar e GreenStride e bërë nga 75% materiale të rinovueshme, duke përfshirë kallam sheqeri dhe gomë natyrale.","Durable ReBOTL fabric upper containing at least 50% recycled plastic  GreenStride comfort sole made of 75% renewable materials, including sugar cane and responsible natural rubber  Defender Repellent Systems treatment protects against spills and stains  R",,,1,1,VN,http://46.99.130.129:60000/_uploads/photos/A2Q4XM_1.jpg,,
Atlete me lidhëse,A2PC9W,Delphiville Fabric/Leather Trainer for Women in Dark Green,COP,99,69.3,18,,000000-FFFFFF-A64D79-68A3D9,Grua,TIMBERLAND,,17,A2PC9W,Këpucë-Atlete,Duke veshur këto Atlete ju bëni një deklaratë për këto Atlete të qëndrueshme të ndërtuara nga materiale që kanë ndikim pozitiv në planet.,"Make a statement in durable trainers constructed from materials that have a positive impact on the planet, too.","Pëlhurë ReBOTL që përmban të paktën 50% plastikë të ricikluar dhe lëkurë sintetike 100%. Lidhëse PET të ricikluara. Mbështetje e mesme me shkumë të përzier me densitet të dyfishtë, e lehtë me përzierje EVA.","ReBOTL fabric containing at least 50% recycled plastic, and synthetic leather  100% recycled PET laces  ReBOTL fabric lining  Midsole of dual-density, lightweight EVA-blend foam for high-rebound cushioning  Rubber outsole  Lightweight OrthoLite footbed fo",,,1,1,BD,http://46.99.130.129:60000/_uploads/photos/A2PC9W_1.jpg,,
Atlete me lidhëse,A2E6YM,Solar Wave ST Low,COP,129,90.3,18,,0,Burrë,TIMBERLAND,,17,A2E6YM,Këpucë-Atlete,,,"50% Plastikë e ricikluar , 70% Material bio-based","50% recycled plastic, 70% bio-based materials",,,1,1,BD,http://46.99.130.129:60000/_uploads/photos/A2E6YM_1.jpg,,
Atlete me lidhëse,A2K1SW,Supaway Trainer for Women in White,COP,99,69.3,18,,D5D2D2,Grua,TIMBERLAND,,17,A2K1SW,Këpucë-Atlete,,,50% Plastikë e ricikluar,50% recycled plastic,,,1,1,KH,http://46.99.130.129:60000/_uploads/photos/A2K1SW_1.jpg,,
Këmishë me logo,A2DC1-433,LS MILL RIVER LINEN KOREAN COLLAR SHIRT (SLIM),COP,94,65.8,18,,090A24,Burrë,TIMBERLAND,,17,A2DC1,Veshje-Këmishë,,,100% Liri,100% linen,,,1,2,IN,http://46.99.130.129:60000/_uploads/photos/A2DC1-433_1.jpg,,
Atlete me lidhëse,A2JX1W,Supaway Trainer for Men in Beige,COP,109,76.3,18,,D2C0AE,Burrë,TIMBERLAND,,17,A2JX1W,Këpucë-Atlete,,,"100% Kordura e ricikluar, 50% Ricikluar Plastikë","100% recycled Cordura, 50% recycled plastic",,,1,1,KH,http://46.99.130.129:60000/_uploads/photos/A2JX1W_1.jpg,,
Sandale me rripa,A2DQYM,NUBBLE 2 Straps Basic,COP,44,30.8,18,,090A24,Fëmijë (Djalë),TIMBERLAND,,17,A2DQYM,Këpucë-Sandale,,,Lëkurë,Upper made with Better Leather from an LWG Silver-rated tannery,,,1,3,BD,http://46.99.130.129:60000/_uploads/photos/A2DQYM_1.jpg,,
Sandale me rripa,A2EKKM,NUBBLE 2 Straps Basic,COP,39,27.3,18,,090A24,Fëmijë (Për të dy gjinitë),TIMBERLAND,,17,A2EKKM,Këpucë-Sandale,,,Lëkurë,Leather,,,1,3,BD,http://46.99.130.129:60000/_uploads/photos/A2EKKM_1.jpg,,
Atlete Jaysen,D621BA00085-1001,Athlete Jaysen,COP,119.99,83.993,18,,ffffff,Grua,GEOX,,39,D621BA00085,Këpucë-Atlete,"Goma klasike Geox është e bazuar në ekskluzivitetin mes: kombinit të gomës së shpuar dhe membranës rezistente ndaj ujit dhe të ajrosur që mundëson rregullimin e temperaturave, kësisoji duke krijuar mikroklimën përfekte brenda këpucës që i mban këmbët e terura dhe të rehatshme gjatë tërë ditës.","The classic Geox rubber sole is based on an exclusive patent: the combination of the perforated sole and the resistant breathable and waterproof membrane allow for natural temperature regulation, thereby creating the perfect microclimate inside the shoe that keeps feet dry and comfortable for the whole day.",100% Etilen-Vinyl Acetat,100% Ethylene-Vinyl Acetate,,,1,3,MA,http://46.99.130.129:60000/_uploads/photos/D621BA00085-1001_1.jpg,,
Atlete Aerantis,U927FA02243-4002,Athletes Aerantis,COP,169.99,118.993,18,,92946,Burrë,GEOX,,39,U927FA02243,Këpucë-Atlete,"Aerantis?  është thelbi i teknologjisë dhe lavdatave që i lejojnë këpucës ajrim për një ndjenjë të mrekullueshme mirëqenie. Sisitemi i ventilimit funksionon sikurse një motor i fuqishëm i cili I nxitur nga lëvizjet, e shtyen qarkullimin e ajrit të brendshëm dhe e lehtësonë frymëmarrjën në të gjithë shputën. Punon së bashku me sistemin e brendshëm te frymës, brendësinë speciale që optimizon frymëmarrjen dhe shpërndarjën e ngrohtësisë, dhe sistemin e frymëmarrjes Net, që siguron që ajri i nxehtë nga brenda të zëvendësohet me ajrin e freskët nga jashtë dhe kjo falë  sipërfaqës së gjerë të shpuar të gomës. Goma klasike Geox është e bazuar në ekskluzivitetin mes: kombinit të gomës së shpuar dhe membranës rezistente ndaj ujit dhe të ajrosur që mundëson rregullimin e temperaturave, kësisoji duke krijuar mikroklimën përfekte brenda këpucës që i mban këmbët e terura dhe të rehatshme gjatë tërë ditës.","Aerantis? is the essence of technology and boasts cutting-edge solutions that allow the shoe to breathe for an amazing sensation of well-being. The groundbreaking Ventilation System works just like a powerful engine which, prompted by movement, steps up the internal air circulation and facilitates breathability all around the foot. It works in conjunction with the Inner Breathing System, a special interior lining which optimises breathability and heat dispersion, and the Net Breathing System, which ensures that hot air from the inside is replaced with cool air from the outside thanks to the sole?s broad perforated and breathable surface area. The classic Geox rubber sole is based on an exclusive patent: the combination of the perforated sole and the resistant breathable and waterproof membrane allow for natural temperature regulation, thereby creating the perfect microclimate inside the shoe that keeps feet dry and comfortable for the whole day.",60% Etilen-Vinyl Acetat-40% Gomë,60% Ethylene-Vinyl Acetate-40% Rubber,,,1,1,MM,http://46.99.130.129:60000/_uploads/photos/U927FA02243-4002_1.jpg,,
Atlete Tayrvin,U027QB0BS22-1006,Tayrvin sneakers,COP,149.99,74.995,18,,bfbfbf,Burrë,GEOX,,39,U027QB0BS22,Këpucë-Atlete,Atlete të rehatshme dhe me ajrosje të cilat mundësojnë rregullim natyral të temperaturës dhe e krijojnë një mikroklimë të përsosur brenda tyre për t'i mbajtur këpucët e thara dhe të rehatshme dhe me ajrosje për tërë ditën.,"The classic Geox rubber sole is based on an exclusive patent: the combination of the perforated sole and the resistant breathable and waterproof membrane allow for natural temperature regulation, thereby creating the perfect microclimate inside the shoe that keeps feet dry and comfortable for the whole day.",100% acetat etilen-vinil,100% Ethylene-Vinyl Acetate,,,1,4,AO,http://46.99.130.129:60000/_uploads/photos/U027QB0BS22-1006_1.jpg,,
Atlete Kilwi,B02A7A08514-0700,Kilwi sneakers,COP,69.99,34.995,18,,1b0d72,Foshnjë (Djalë),GEOX,,39,B02A7A08514,Këpucë-Atlete,Çdo fëmijë shpeshherë ëndërron të jetë i rritur. Prandaj është dizajnuar ky model për fëmijë që inspirohet nga atletet e prindërve dhe që nuk e cenon sigurinë dhe rehatinë. Këto atlete e krijojnë një mikroklimë të përsosur në këmbët e fëmijëve për t'i mbajtur këmbët e tyre të thara dhe të rehatshme dhe me ajrosje gjatë tërë ditës.,"There is a perfect shoe for every child. We have them all. Thanks to Geox?s high level of specialisation, GEOX knows how to ensure the correct development and wellbeing for young feet during every phase of growth. These little shoes have been specially designed to sustain the feet of children from one year and up and to provide the right support for every small step they take. The classic Geox rubber sole is based on an exclusive patent: the combination of the perforated sole and the resistant breathable and waterproof membrane allow for natural temperature regulation, thereby creating the perfect microclimate inside the shoe that keeps feet dry and comfortable for the whole day.",100% gomë,100% Rubber,,,1,4,AO,http://46.99.130.129:60000/_uploads/photos/B02A7A08514-0700_1.jpg,,
Atlete Tabelya,D04AQB08522-9999,Tabelya sneakers,COP,149.99,74.995,18,,0,Grua,GEOX,,39,D04AQB08522,Këpucë-Atlete,Atlete të rehatshme dhe me ajrosje të cilat mundësojnë rregullim natyral të temperaturës dhe e krijojnë një mikroklimë të përsosur brenda tyre për t'i mbajtur këpucët e thara dhe të rehatshme dhe me ajrosje për tërë ditën.,"The classic Geox rubber sole is based on an exclusive patent: the combination of the perforated sole and the resistant breathable and waterproof membrane allow for natural temperature regulation, thereby creating the perfect microclimate inside the shoe that keeps feet dry and comfortable for the whole day.",40% IPEVA 30% gomë 30% gomë termoplastike,40% IPEVA-30% Rubber-30% Termoplastic Rubber,,,1,3,AO,http://46.99.130.129:60000/_uploads/photos/D04AQB08522-9999_1.jpg,,
Mokasina Leeylan,D154RC022BC-0003,Leeylan moccasins,COP,119.99,59.995,18,,ff0000-ffffff,Grua,GEOX,,39,D154RC022BC,Këpucë-Mokasina,"Këto mokasina karakterizohen nga kombinimi i një shtrese të rehatshme dhe me ajrosje me një cipë që ofron ajrosje dhe është rezistente ndaj ujit, duke mundësuar rregullim natyral të temperaturës dhe duke e krijuar mikroklimën e përsosur brenda këpucëve për t?u siguruar që këmbët tuaja të jenë të thara dhe të rehatshme dhe me ajrosje gjatë tërë ditës.","The classic Geox rubber sole is based on an exclusive patent: the combination of the perforated sole and the resistant breathable and waterproof membrane allow for natural temperature regulation, thereby creating the perfect microclimate inside the shoe that keeps feet dry and comfortable for the whole day.",100% poliuretan termoplastik,100% Termoplastic Polyurethane,,,1,4,AO,http://46.99.130.129:60000/_uploads/photos/D154RC022BC-0003_1.jpg,,
Atlete Bulmya,D15NQA0FU22-1352,Bulmya sneakers,COP,109.99,54.995,18,,ffffff-ffffff,Grua,GEOX,,39,D15NQA0FU22,Këpucë-Atlete,Atlete të rehatshme dhe me ajrosje të cilat mundësojnë rregullim natyral të temperaturës dhe e krijojnë një mikroklimë të përsosur brenda tyreve për t'i mbajtur këpucët e thara dhe të rehatshme dhe me ajrosje për tërë ditën,"The classic Geox rubber sole is based on an exclusive patent: the combination of the perforated sole and the resistant breathable and waterproof membrane allow for natural temperature regulation, thereby creating the perfect microclimate inside the shoe that keeps feet dry and comfortable for the whole day.",57% gomë 43% CMEVA,57% Rubber-43% CMEVA,,,1,4,AO,http://46.99.130.129:60000/_uploads/photos/D15NQA0FU22-1352_1.jpg,,
Atlete Aerantis,U047FD0007T-4277,Aerantis sneakers,COP,169.99,84.995,18,,25669c-010864,Burrë,GEOX,,39,U047FD0007T,Këpucë-Atlete,"Atlete të cilat me teknologjinë që e posedojnë ofrojnë qarkullim të brendshëm të ajrit. Ndër tjerash, atletet vijnë me sistem ventilimi, teknologji Net Breathing System, etj.","Aerantis? is the essence of technology and boasts cutting-edge solutions that allow the shoe to breathe for an amazing sensation of well-being. The groundbreaking Ventilation System works just like a powerful engine which, prompted by movement, steps up the internal air circulation and facilitates breathability all around the foot. It works in conjunction with the Inner Breathing System, a special interior lining which optimises breathability and heat dispersion, and the Net Breathing System, which ensures that hot air from the inside is replaced with cool air from the outside thanks to the sole?s broad perforated and breathable surface area. The classic Geox rubber sole is based on an exclusive patent: the combination of the perforated sole and the resistant breathable and waterproof membrane allow for natural temperature regulation, thereby creating the perfect microclimate inside the shoe that keeps feet dry and comfortable for the whole day.",60% CMEVA 40% gomë,60% CMEVA-40% Rubber,,,1,2,AO,http://46.99.130.129:60000/_uploads/photos/U047FD0007T-4277_1.jpg,,
Mokasina Leeylan,D154RC022BC-5G1Z,Leeylan moccasins,COP,119.99,59.995,18,,a98043-ffffff,Grua,GEOX,,39,D154RC022BC,Këpucë-Mokasina,"Këto mokasina karakterizohen nga kombinimi i një shtrese të rehatshme dhe me ajrosje me një cipë që ofron ajrosje dhe është rezistente ndaj ujit, duke mundësuar rregullim natyral të temperaturës dhe duke e krijuar mikroklimën e përsosur brenda këpucëve për t?u siguruar që këmbët tuaja të jenë të thara dhe të rehatshme dhe me ajrosje gjatë tërë ditës.","The classic Geox rubber sole is based on an exclusive patent: the combination of the perforated sole and the resistant breathable and waterproof membrane allow for natural temperature regulation, thereby creating the perfect microclimate inside the shoe that keeps feet dry and comfortable for the whole day.",100% poliuretan termoplastik,100% Termoplastic Polyurethane,,,1,4,AO,http://46.99.130.129:60000/_uploads/photos/D154RC022BC-5G1Z_1.jpg,,
Atlete Nebula,D941EE0KH22-5Z4Y,Nebula sneakers,COP,159.99,79.995,18,,f4f4f4-eeeeed,Grua,GEOX,,39,D941EE0KH22,Këpucë-Atlete,Këto atlete kanë nivel të jashtëzakonshëm të ajrosjes falë teknologjisë GEOX Net Breathing System. Ofrojnë shtresë që në mënyrë maksimale i reziston ujit dhe mund t'iu bëjnë ball edhe niveleve më intensive të aktivitetit fizik pa e cenuar rehatinë - madje edhe në temperatura ekstreme.,"These shoes owe their extraordinary breathability to the GEOX Net Breathing System: the technology developed and designed in collaboration with professional pilots who have won the world championship. The maxiholes guarantee outstanding breathability. The maximum water resistance of the sole is guaranteed by a membrane that prevents water from getting in. What?s more, an additional layer made up of a special protective material guards the foot, without compromising on breathability. This technology has been designed to withstand even the most intense level of activity and to provide maximum day long comfort, even in the more extreme of temperatures.",67% acetat etilen-vinil 33% gomë,67% Ethylene-Vinyl Acetate-33% Rubber,,,1,2,AO,http://46.99.130.129:60000/_uploads/photos/D941EE0KH22-5Z4Y_1.jpg,,
Atlete Nebula,U04D7E000KH-9299,Nebula sneakers,COP,159.99,79.995,18,,000000-e7fd36,Burrë,GEOX,,39,U04D7E000KH,Këpucë-Atlete,"Me rehati maksimale, Nebula e përfaqëson majën e teknologjisë GEOX. Atlete të dizajnuara për ta shëtitur botën, të përshtatshme për çdo sezon dhe që në mënyrë natyrale i adaptohen secilës lëvizje të këmbëve. Këto janë atletet ideale për ata që duan të udhëtojnë me stil dhe personalitetin, por pa e penguar rehatinë. Falë teknologjive Net Breathing System dhe Inner Breathing System, atletet kanë nivel të lartë të ajrosjes, fleksibilitet maksimal, stabilitet e shumëçka tjetër që garanduhen nga 3D Performance Unit.","Resulting from the fusion of a modern design with maximum comfort, Nebula represents the peak of GEOX technology. Designed for travelling the world, perfect for any season, they naturally adapt to every movement of the foot. This is the perfect shoe for those who love to travel with style and personality, without compromising on comfort. Wearing them is like walking on a cloud. The combination of the Net Breathing System and Inner Breathing System equips the shoe with 360° breathability, also thanks to the special lining that supports temperature regulation of the foot. Maximum flexibility, stability, comfort and grip are all guaranteed by the 3D Performance Unit.",67% acetat etilen-vinil 33% gomë,67% Ethylene-Vinyl Acetate-33% Rubber,,,1,4,AO,http://46.99.130.129:60000/_uploads/photos/U04D7E000KH-9299_1.jpg,,
Atlete Aneko ABX,D16LYC03314-5005,Aneko ABX sneakers,COP,169.99,84.995,18,,e19e5a,Grua,GEOX,,39,D16LYC03314,Këpucë-Atlete,"Amphibiox përmban teknologjinë e avancuar të papërshkueshme nga uji nga bota profesionale e veshjeve të jashtme e fshehur në formën e këpucëve të modës. Bëhuni gati për gjithqka që ju hedh qyteti, me Ampibiox është zgjedhja perfekte e këpucëve për çdo rast. Është në krye të gamës sa i përket produkteve të Geox të cilat janë të papërshkueshme nga uji. Dallon nga këpucët tjera sepse përdoret shtresa Pioner e papërshkueshme nga uji dhe me ajrosje duke e shoqëruar me një sërë teknologjish inovative. Membrana speciale Amphibiox mbron nga shiu, balta dhe bora duke e lënë këmbën plotësisht të thatë. Frymëmarrja ndihmon rregullimin natyror të temperaturës së brendshme duke garantuar freski dhe ngrohtësi në varësi të temperaturës së jashtme. Ky model rekomandohet për aktivitete në natyrë dhe në shi të fortë.","Amphibiox features advanced waterproof technology from the world of professional outdoor wear hidden in the form of a fashionable shoe. Be ready for everything the city throws at you, with Amphibiox, the perfect footwear choice for any condition. Amphibiox is top of the range in terms of Geox?s waterproof products. It stands out from other waterproof shoes by employing the use of Geox?s pioneering waterproof and breathable sole, pairing it with a series of innovative technologies (including some of Geox?s own patents) on the upper, in order to achieve durable water resistance and breathability. The special Amphibiox membrane protects against rain, mud and snow, leaving your foot completely dry. The high breathability helps with natural internal temperature regulation, removing moisture from the shoe and guaranteeing freshness or warmth depending on the external temperature.",53% Gomë-27% Etilen-Acetat Vinyl-20% Gomë Termoplastike,53% Rubber-27% Ethylene-Vinyl Acetate-20% Termoplastic Rubber,,,1,1,AO,http://46.99.130.129:60000/_uploads/photos/D16LYC03314-5005_1.jpg,,
Atlete Aneko Abx,D16LYC03314-0062,Sneakers Aneko Abx,COP,169.99,84.995,18,,777575-000000,Grua,GEOX,,39,D16LYC03314,Këpucë-Atlete,"Amphibiox përmban teknologjinë e avancuar të papërshkueshme nga uji nga bota profesionale e veshjeve të jashtme e fshehur në formën e këpucëve të modës. Bëhuni gati për gjithqka që ju hedh qyteti, me Ampibiox është zgjedhja perfekte e këpucëve për çdo ras","Amphibiox features advanced waterproof technology from the world of professional outdoor wear hidden in the form of a fashionable shoe. Be ready for everything the city throws at you, with Amphibiox, the perfect footwear choice for any condition. The spec",53% Gomë-27% Etilen-Acetat Vinyl-20% Gomë Termoplastike,53% Rubber-27% Ethylene-Vinyl Acetate-20% Termoplastic Rubber,,,1,3,AO,http://46.99.130.129:60000/_uploads/photos/D16LYC03314-0062_1.jpg,,
Çizme Falena,D16HXC022FU-9002,Boots Falena,COP,179.99,89.995,18,,0,Grua,GEOX,,39,D16HXC022FU,Këpucë-Çizme,Këto këpucë kanë shtresë termike e cila mbron nga temperaturat e rënda. Teknologjia Geox: praktike dhe të rehatshme.,These shoes feature a thermal lining that can protect against even the harshest temperatures. GEOX technology at the service of comfort and practicality.,80% Etilene-Vinil Acetat-20% Gomë,80% Ethylene-Vinyl Acetate-20% Rubber,,,1,4,AO,http://46.99.130.129:60000/_uploads/photos/D16HXC022FU-9002_1.jpg,,
Çizme Dalyla,D16QSA00046-9999,Boots Dalyla,COP,179.99,89.995,18,,0,Grua,GEOX,,39,D16QSA00046,Këpucë-Çizme,Këto këpucë kanë shtresë termike e cila mbron nga temperaturat e rënda. Teknologjia Geox: praktike dhe të rehatshme.,These shoes feature a thermal lining that can protect against even the harshest temperatures. GEOX technology at the service of comfort and practicality.,Poliuretani 100% Termoplastik,60% Ethylene-Vinyl Acetate-30% Rubber-10% Termoplastic Rubber,,,1,5,AO,http://46.99.130.129:60000/_uploads/photos/D16QSA00046-9999_1.jpg,,
Çizme Nebula,U742VA043EK-4064,Boots Nebula,COP,179.99,89.995,18,,16537e,Burrë,GEOX,,39,U742VA043EK,Këpucë-Çizme,"NebulaTM 4x4 ABX është një kombinim fitues i teknologjisë, i cili gjithashtu krenohet me një stil të veçantë individual. Kjo pjesë e këpucëve është e përshtatshme për zyrën, aktivitetet e kohës së lirë, aktivitetet në natyrë ose çdo rast tjetër. Pjesa e s","An iconic take on the sneaker-boot, NebulaTM 4x4 ABX is a winning combination of technology which also boasts a distinctive individual style. This piece of footwear is well-suited to the office, leisure pursuits, outdoor activities or any other occasion.",55% Etilen-Vinil Acetat-45% Gomë,55% Ethylene-Vinyl Acetate-45% Rubber,,,1,3,AO,http://46.99.130.129:60000/_uploads/photos/U742VA043EK-4064_1.jpg,,
Sandale Dehli,B154LB02285-4002,Dehli Sandals,COP,69.99,48.993,18,,19196f,Foshnje (Djalë),GEOX,,39,B154LB02285,Këpucë-Sandale,,,100% Gomë,100% Rubber,,,1,3,VN,http://46.99.130.129:60000/_uploads/photos/B154LB02285-4002_1.jpg,,
Sandale Macchina,B254WA00085-8172,Macchina Sandals,COP,69.99,48.993,18,,f2d0d0,Foshnje (Vajzë),GEOX,,39,B254WA00085,Këpucë-Atlete,,,100% Gomë,100% Rubber,,,1,3,IN,http://46.99.130.129:60000/_uploads/photos/B254WA00085-8172_1.jpg,,
Atlete Leelyan,D154RC041BC-5Q1Q,Sneakers Leelyan,COP,139.99,111.992,18,,cf8f4e-ffffff,Grua,GEOX,,39,D154RC041BC,Këpucë-Mokasina,,,100% Poliuretan termoplastik,100% Termoplastic Polyurethane,,,1,4,IN,http://46.99.130.129:60000/_uploads/photos/D154RC041BC-5Q1Q_1.jpg,,
Atlete Skyely,D25QXC04122-5KH6,Sneakers Skyely,COP,149.99,104.993,18,,d9ba9b-eadfd4,Grua,GEOX,,39,D25QXC04122,Këpucë-Atlete,,,100% Etilen-vinil acetat,100% Ethylene-Vinyl Acetate,,,1,2,MA,http://46.99.130.129:60000/_uploads/photos/D25QXC04122-5KH6_1.jpg,,
Atlete Skyely,D25QXC04122-8191,Skyely Sneakers,COP,149.99,104.993,18,,f5a450,Grua,GEOX,,39,D25QXC04122,Këpucë-Atlete,,,100% Etilen-Vinil acetat,100% Ethylene-Vinyl Acetate,,,1,1,MA,http://46.99.130.129:60000/_uploads/photos/D25QXC04122-8191_1.jpg,,
Atlete Runntix,D25RRB0AS22-2LH6,Sneakers Runntix,COP,129.99,90.993,18,,c5b47d,Grua,GEOX,,39,D25RRB0AS22,Këpucë-Atlete,,,100% Gomë,100% Rubber,,,1,1,ID,http://46.99.130.129:60000/_uploads/photos/D25RRB0AS22-2LH6_1.jpg,,
